train_loss,epoch,step,valid_loss,valid_mae,train_mae
24.46858024597168,0,0,,,
21.985713958740234,0,1,,,
24.311717987060547,0,2,,,
24.58864402770996,0,3,,,
23.20827293395996,0,4,,,
22.926790237426758,0,5,,,
22.31242561340332,0,6,,,
23.705780029296875,0,7,,,
21.09828758239746,0,8,,,
23.557891845703125,0,9,,,
22.107025146484375,0,10,,,
,0,10,18.762859344482422,1.1875,
,0,10,,,1.5056818723678589
22.348651885986328,1,11,,,
20.495426177978516,1,12,,,
22.24852180480957,1,13,,,
22.706302642822266,1,14,,,
21.64464569091797,1,15,,,
21.2104549407959,1,16,,,
20.131288528442383,1,17,,,
21.446609497070312,1,18,,,
19.453079223632812,1,19,,,
21.382841110229492,1,20,,,
19.869892120361328,1,21,,,
,1,21,16.96451187133789,1.0125000476837158,
,1,21,,,1.0497158765792847
19.811445236206055,2,22,,,
18.894372940063477,2,23,,,
19.631336212158203,2,24,,,
19.969167709350586,2,25,,,
19.54722023010254,2,26,,,
19.107868194580078,2,27,,,
17.691280364990234,2,28,,,
18.76214027404785,2,29,,,
17.77798843383789,2,30,,,
